date,1. open,2. high,3. low,4. close,5. volume
2019-03-04 09:31:00,19.1242,19.1242,19.1242,19.1242,7383.0
2019-03-04 09:32:00,19.47,19.47,19.47,19.47,1171.0
2019-03-04 09:35:00,19.29,19.29,19.29,19.29,309.0
2019-03-04 09:36:00,19.5,19.5,19.5,19.5,4394.0
2019-03-04 09:38:00,19.46,19.46,19.46,19.46,1702.0
2019-03-04 09:40:00,19.3883,19.3883,19.3883,19.3883,2200.0
2019-03-04 09:47:00,19.3,19.3,19.3,19.3,695.0
2019-03-04 09:50:00,19.26,19.26,19.26,19.26,425.0
2019-03-04 09:51:00,19.21,19.21,19.21,19.21,4477.0
2019-03-04 09:54:00,19.205,19.205,19.205,19.205,300.0
2019-03-04 09:55:00,19.1,19.1,19.1,19.1,1441.0
2019-03-04 09:56:00,19.12,19.12,19.12,19.12,3199.0
2019-03-04 09:57:00,19.1245,19.1245,19.1245,19.1245,2153.0
2019-03-04 09:58:00,18.98,18.98,18.98,18.98,3790.0
2019-03-04 10:00:00,19.07,19.07,19.07,19.07,1881.0
2019-03-04 10:05:00,19.0455,19.0455,18.9,18.99,5194.0
2019-03-04 10:08:00,18.81,18.81,18.81,18.81,825.0
2019-03-04 10:10:00,18.72,18.72,18.72,18.72,975.0
2019-03-04 10:11:00,18.501,18.501,18.38,18.38,7769.0
2019-03-04 10:13:00,18.4,18.4,18.4,18.4,767.0
2019-03-04 10:14:00,18.27,18.27,18.2312,18.2312,7731.0
2019-03-04 10:15:00,18.273,18.273,18.273,18.273,734.0
2019-03-04 10:17:00,18.3,18.3,18.3,18.3,1685.0
2019-03-04 10:18:00,18.24,18.24,18.24,18.24,1719.0
2019-03-04 10:20:00,18.2018,18.2018,18.2018,18.2018,2824.0
2019-03-04 10:21:00,18.28,18.28,18.28,18.28,1476.0
2019-03-04 10:23:00,18.151,18.151,18.151,18.151,1052.0
2019-03-04 10:24:00,18.117,18.117,18.117,18.117,2969.0
2019-03-04 10:25:00,18.04,18.04,18.04,18.04,1915.0
2019-03-04 10:26:00,18.0278,18.0278,18.0278,18.0278,819.0
2019-03-04 10:28:00,18.0,18.0,18.0,18.0,1107.0
2019-03-04 10:29:00,18.2363,18.2363,18.2363,18.2363,3017.0
2019-03-04 10:31:00,18.2,18.2,18.2,18.2,3220.0
2019-03-04 10:32:00,18.2995,18.2995,18.2995,18.2995,2870.0
2019-03-04 10:33:00,18.2775,18.2775,18.2775,18.2775,810.0
2019-03-04 10:35:00,18.19,18.19,18.19,18.19,1472.0
2019-03-04 10:36:00,18.146,18.146,18.146,18.146,5010.0
2019-03-04 10:37:00,18.0132,18.0132,18.0132,18.0132,1000.0
2019-03-04 10:38:00,18.0619,18.0619,18.0619,18.0619,218.0
2019-03-04 10:40:00,18.0444,18.0444,18.0444,18.0444,1820.0
2019-03-04 10:41:00,17.85,17.85,17.8445,17.8445,7631.0
2019-03-04 10:43:00,17.99,17.99,17.99,17.99,1759.0
2019-03-04 10:46:00,17.8507,17.8507,17.8507,17.8507,2046.0
2019-03-04 10:51:00,17.87,17.87,17.87,17.87,701.0
2019-03-04 10:53:00,17.73,17.73,17.73,17.73,1529.0
2019-03-04 10:56:00,17.6,17.6,17.6,17.6,631.0
2019-03-04 10:57:00,17.69,17.69,17.69,17.69,3563.0
2019-03-04 10:59:00,17.789,17.789,17.789,17.789,1540.0
2019-03-04 11:00:00,17.75,17.75,17.75,17.75,409.0
2019-03-04 11:02:00,17.75,17.75,17.75,17.75,2552.0
2019-03-04 11:04:00,17.8,17.8,17.8,17.8,2679.0
2019-03-04 11:05:00,17.815,17.815,17.815,17.815,3785.0
2019-03-04 11:07:00,17.8299,17.8299,17.785,17.785,2738.0
2019-03-04 11:10:00,17.6426,17.6426,17.6426,17.6426,2350.0
2019-03-04 11:11:00,17.64,17.64,17.64,17.64,2533.0
2019-03-04 11:13:00,17.63,17.63,17.63,17.63,2047.0
2019-03-04 11:14:00,17.51,17.51,17.51,17.51,1885.0
2019-03-04 11:15:00,17.48,17.48,17.48,17.48,3363.0
2019-03-04 11:16:00,17.4661,17.4661,17.4661,17.4661,2421.0
2019-03-04 11:17:00,17.49,17.49,17.49,17.49,2060.0
2019-03-04 11:21:00,17.6716,17.6716,17.6716,17.6716,1029.0
2019-03-04 11:22:00,17.679,17.679,17.679,17.679,1675.0
2019-03-04 11:24:00,17.5,17.5,17.5,17.5,3703.0
2019-03-04 11:28:00,17.48,17.48,17.48,17.48,555.0
2019-03-04 11:30:00,17.4586,17.4586,17.4586,17.4586,2280.0
2019-03-04 11:31:00,17.3322,17.3322,17.3322,17.3322,4698.0
2019-03-04 11:33:00,17.28,17.28,17.28,17.28,1658.0
2019-03-04 11:34:00,17.15,17.15,17.15,17.15,1352.0
2019-03-04 11:36:00,17.22,17.26,17.22,17.26,3935.0
2019-03-04 11:38:00,17.44,17.44,17.38,17.38,2231.0
2019-03-04 11:44:00,17.26,17.26,17.25,17.25,3688.0
2019-03-04 11:47:00,17.15,17.15,17.15,17.15,2871.0
2019-03-04 11:50:00,17.1651,17.1651,17.1651,17.1651,2581.0
2019-03-04 11:52:00,17.2,17.2,17.2,17.2,3161.0
2019-03-04 11:53:00,17.17,17.17,17.17,17.17,1028.0
2019-03-04 11:54:00,17.188,17.188,17.188,17.188,1806.0
2019-03-04 11:55:00,17.175,17.175,17.175,17.175,1601.0
2019-03-04 11:57:00,17.189,17.2,17.189,17.2,1097.0
2019-03-04 12:02:00,17.2112,17.2112,17.2112,17.2112,120.0
2019-03-04 12:03:00,17.21,17.21,17.21,17.21,113.0
2019-03-04 12:05:00,17.2358,17.2358,17.2358,17.2358,1264.0
2019-03-04 12:07:00,17.21,17.21,17.21,17.21,965.0
2019-03-04 12:08:00,17.21,17.21,17.21,17.21,805.0
2019-03-04 12:09:00,17.16,17.16,17.16,17.16,1911.0
2019-03-04 12:10:00,17.19,17.19,17.19,17.19,2066.0
2019-03-04 12:15:00,17.16,17.16,17.16,17.16,367.0
2019-03-04 12:19:00,17.15,17.15,17.15,17.15,1092.0
2019-03-04 12:20:00,17.15,17.15,17.15,17.15,419.0
2019-03-04 12:22:00,17.16,17.18,17.16,17.18,1742.0
2019-03-04 12:23:00,17.2,17.2,17.2,17.2,349.0
2019-03-04 12:26:00,17.2119,17.2119,17.2119,17.2119,800.0
2019-03-04 12:29:00,17.29,17.29,17.29,17.29,442.0
2019-03-04 12:31:00,17.29,17.29,17.29,17.29,211.0
2019-03-04 12:32:00,17.26,17.26,17.26,17.26,1206.0
2019-03-04 12:36:00,17.3199,17.3199,17.3199,17.3199,900.0
2019-03-04 12:37:00,17.26,17.26,17.26,17.26,256.0
2019-03-04 12:42:00,17.2999,17.2999,17.2999,17.2999,505.0
2019-03-04 12:47:00,17.2688,17.2688,17.25,17.25,1999.0
2019-03-04 12:48:00,17.31,17.31,17.26,17.26,3101.0
2019-03-04 12:49:00,17.27,17.27,17.27,17.27,1105.0
2019-03-04 12:50:00,17.283,17.283,17.283,17.283,3256.0
2019-03-04 12:51:00,17.33,17.33,17.33,17.33,377.0
2019-03-04 12:55:00,17.33,17.33,17.33,17.33,145.0
2019-03-04 13:00:00,17.25,17.25,17.17,17.17,4326.0
2019-03-04 13:01:00,17.2017,17.2017,17.2017,17.2017,1915.0
2019-03-04 13:02:00,17.28,17.28,17.28,17.28,227.0
2019-03-04 13:08:00,17.1735,17.1735,17.1735,17.1735,872.0
2019-03-04 13:10:00,17.16,17.16,17.1,17.11,5321.0
2019-03-04 13:12:00,17.18,17.19,17.18,17.19,2139.0
2019-03-04 13:14:00,17.26,17.3,17.26,17.3,575.0
2019-03-04 13:17:00,17.2,17.2,17.2,17.2,1250.0
2019-03-04 13:19:00,17.229,17.229,17.229,17.229,1416.0
2019-03-04 13:20:00,17.1421,17.1421,17.1421,17.1421,2500.0
2019-03-04 13:22:00,17.24,17.24,17.24,17.24,695.0
2019-03-04 13:24:00,17.2292,17.2292,17.2292,17.2292,829.0
2019-03-04 13:25:00,17.32,17.32,17.32,17.32,751.0
2019-03-04 13:28:00,17.38,17.38,17.38,17.38,607.0
2019-03-04 13:31:00,17.38,17.38,17.38,17.38,500.0
2019-03-04 13:32:00,17.5285,17.5285,17.5285,17.5285,443.0
2019-03-04 13:33:00,17.549,17.5499,17.549,17.5499,2956.0
2019-03-04 13:37:00,17.485,17.485,17.485,17.485,555.0
2019-03-04 13:38:00,17.539,17.539,17.539,17.539,465.0
2019-03-04 13:41:00,17.52,17.52,17.52,17.52,534.0
2019-03-04 13:45:00,17.5069,17.5069,17.5069,17.5069,535.0
2019-03-04 13:49:00,17.49,17.49,17.49,17.49,305.0
2019-03-04 13:51:00,17.51,17.51,17.51,17.51,100.0
2019-03-04 13:54:00,17.54,17.54,17.54,17.54,742.0
2019-03-04 13:57:00,17.5899,17.64,17.5899,17.64,957.0
2019-03-04 14:01:00,17.67,17.67,17.67,17.67,1026.0
2019-03-04 14:02:00,17.67,17.67,17.67,17.67,1301.0
2019-03-04 14:03:00,17.6625,17.6625,17.6625,17.6625,624.0
2019-03-04 14:04:00,17.64,17.64,17.64,17.64,929.0
2019-03-04 14:06:00,17.67,17.67,17.67,17.67,638.0
2019-03-04 14:10:00,17.59,17.59,17.59,17.59,400.0
2019-03-04 14:12:00,17.57,17.57,17.57,17.57,458.0
2019-03-04 14:16:00,17.66,17.66,17.66,17.66,1000.0
2019-03-04 14:18:00,17.65,17.65,17.65,17.65,1176.0
2019-03-04 14:19:00,17.55,17.55,17.55,17.55,660.0
2019-03-04 14:20:00,17.5003,17.5003,17.5003,17.5003,515.0
2019-03-04 14:22:00,17.52,17.52,17.52,17.52,1108.0
2019-03-04 14:23:00,17.52,17.52,17.52,17.52,500.0
2019-03-04 14:24:00,17.54,17.54,17.54,17.54,217.0
2019-03-04 14:26:00,17.5364,17.5364,17.5364,17.5364,200.0
2019-03-04 14:27:00,17.54,17.54,17.54,17.54,586.0
2019-03-04 14:29:00,17.51,17.51,17.51,17.51,200.0
2019-03-04 14:33:00,17.51,17.51,17.51,17.51,201.0
2019-03-04 14:37:00,17.5571,17.5571,17.5571,17.5571,300.0
2019-03-04 14:38:00,17.52,17.52,17.52,17.52,500.0
2019-03-04 14:39:00,17.5121,17.5121,17.5121,17.5121,351.0
2019-03-04 14:41:00,17.51,17.51,17.51,17.51,627.0
2019-03-04 14:52:00,17.505,17.505,17.505,17.505,470.0
2019-03-04 14:57:00,17.57,17.57,17.57,17.57,242.0
2019-03-04 15:06:00,17.55,17.55,17.55,17.55,1327.0
2019-03-04 15:11:00,17.525,17.525,17.525,17.525,568.0
2019-03-04 15:12:00,17.54,17.6,17.54,17.6,1373.0
2019-03-04 15:21:00,17.55,17.55,17.55,17.55,207.0
2019-03-04 15:23:00,17.54,17.54,17.54,17.54,205.0
2019-03-04 15:30:00,17.5972,17.5972,17.5972,17.5972,200.0
2019-03-04 15:32:00,17.5666,17.5666,17.5666,17.5666,301.0
2019-03-04 15:33:00,17.54,17.54,17.5,17.5,2141.0
2019-03-04 15:34:00,17.46,17.46,17.46,17.46,702.0
2019-03-04 15:36:00,17.46,17.46,17.46,17.46,101.0
2019-03-04 15:38:00,17.47,17.47,17.47,17.47,896.0
2019-03-04 15:39:00,17.51,17.52,17.51,17.52,1900.0
2019-03-04 15:42:00,17.56,17.56,17.53,17.53,707.0
2019-03-04 15:46:00,17.5285,17.5285,17.5285,17.5285,954.0
2019-03-04 15:47:00,17.51,17.51,17.51,17.51,520.0
2019-03-04 15:48:00,17.545,17.545,17.545,17.545,1025.0
2019-03-04 15:50:00,17.56,17.56,17.56,17.56,105.0
2019-03-04 15:51:00,17.51,17.51,17.51,17.51,846.0
2019-03-04 15:52:00,17.51,17.51,17.51,17.51,977.0
2019-03-04 15:53:00,17.455,17.455,17.455,17.455,639.0
2019-03-04 15:55:00,17.47,17.47,17.47,17.47,520.0
2019-03-04 15:56:00,17.46,17.46,17.46,17.46,348.0
2019-03-04 15:57:00,17.45,17.45,17.45,17.45,1587.0
2019-03-04 15:58:00,17.44,17.44,17.44,17.44,2141.0
2019-03-04 15:59:00,17.48,17.48,17.48,17.48,1186.0
2019-03-04 16:00:00,17.47,17.47,17.43,17.43,3018.0
2019-03-05 09:31:00,17.43,17.43,17.43,17.43,0.0
2019-03-05 09:33:00,17.45,17.45,17.45,17.45,832.0
2019-03-05 09:36:00,17.43,17.43,17.43,17.43,2120.0
2019-03-05 09:41:00,17.49,17.49,17.49,17.49,816.0
2019-03-05 09:45:00,17.49,17.49,17.49,17.49,300.0
2019-03-05 09:48:00,17.46,17.46,17.46,17.46,525.0
2019-03-05 09:49:00,17.49,17.49,17.49,17.49,204.0
2019-03-05 09:50:00,17.42,17.42,17.42,17.42,202.0
2019-03-05 09:55:00,17.42,17.42,17.42,17.42,300.0
2019-03-05 09:57:00,17.45,17.45,17.45,17.45,554.0
2019-03-05 10:00:00,17.4133,17.4133,17.4133,17.4133,610.0
2019-03-05 10:01:00,17.52,17.52,17.52,17.52,949.0
2019-03-05 10:05:00,17.549,17.549,17.549,17.549,1303.0
2019-03-05 10:06:00,17.5675,17.5675,17.5675,17.5675,888.0
2019-03-05 10:08:00,17.56,17.56,17.56,17.56,744.0
2019-03-05 10:12:00,17.48,17.48,17.48,17.48,136.0
2019-03-05 10:13:00,17.54,17.54,17.54,17.54,2488.0
2019-03-05 10:16:00,17.46,17.46,17.46,17.46,1557.0
2019-03-05 10:18:00,17.4435,17.4435,17.4435,17.4435,720.0
2019-03-05 10:19:00,17.455,17.455,17.455,17.455,200.0
2019-03-05 10:22:00,17.46,17.46,17.46,17.46,385.0
2019-03-05 10:23:00,17.5299,17.5299,17.5299,17.5299,121.0
2019-03-05 10:26:00,17.475,17.475,17.475,17.475,390.0
2019-03-05 10:27:00,17.47,17.47,17.47,17.47,102.0
2019-03-05 10:29:00,17.51,17.51,17.51,17.51,182.0
2019-03-05 10:34:00,17.53,17.536,17.53,17.536,1931.0
2019-03-05 10:38:00,17.59,17.59,17.59,17.59,1381.0
2019-03-05 10:39:00,17.53,17.53,17.53,17.53,300.0
2019-03-05 10:42:00,17.589,17.589,17.589,17.589,200.0
2019-03-05 10:44:00,17.59,17.59,17.59,17.59,394.0
2019-03-05 10:45:00,17.52,17.52,17.52,17.52,276.0
2019-03-05 10:47:00,17.508,17.508,17.508,17.508,690.0
2019-03-05 10:48:00,17.485,17.485,17.485,17.485,210.0
2019-03-05 10:52:00,17.4881,17.4881,17.4881,17.4881,1693.0
2019-03-05 10:53:00,17.4856,17.4856,17.4856,17.4856,972.0
2019-03-05 10:54:00,17.54,17.54,17.54,17.54,1000.0
2019-03-05 10:57:00,17.48,17.48,17.48,17.48,919.0
2019-03-05 11:00:00,17.48,17.48,17.48,17.48,271.0
2019-03-05 11:04:00,17.45,17.45,17.45,17.45,1196.0
2019-03-05 11:05:00,17.45,17.45,17.45,17.45,160.0
2019-03-05 11:10:00,17.49,17.49,17.49,17.49,200.0
2019-03-05 11:12:00,17.4012,17.41,17.4012,17.41,2904.0
2019-03-05 11:14:00,17.42,17.42,17.42,17.42,1312.0
2019-03-05 11:15:00,17.38,17.38,17.38,17.38,2539.0
2019-03-05 11:16:00,17.34,17.34,17.34,17.34,1205.0
2019-03-05 11:17:00,17.37,17.37,17.37,17.37,700.0
2019-03-05 11:21:00,17.4101,17.4101,17.4101,17.4101,1800.0
2019-03-05 11:22:00,17.38,17.38,17.38,17.38,341.0
2019-03-05 11:24:00,17.49,17.49,17.49,17.49,1630.0
2019-03-05 11:26:00,17.53,17.53,17.3605,17.3605,3338.0
2019-03-05 11:28:00,17.345,17.345,17.345,17.345,331.0
2019-03-05 11:29:00,17.17,17.17,17.17,17.17,4275.0
2019-03-05 11:30:00,17.16,17.16,17.16,17.16,1422.0
2019-03-05 11:32:00,17.08,17.08,17.08,17.08,728.0
2019-03-05 11:33:00,16.99,16.99,16.92,16.92,9194.0
2019-03-05 11:34:00,16.97,16.97,16.97,16.97,1937.0
2019-03-05 11:43:00,17.01,17.01,17.01,17.01,710.0
2019-03-05 11:46:00,16.9999,16.9999,16.97,16.97,2178.0
2019-03-05 11:48:00,16.9,16.9,16.9,16.9,1378.0
2019-03-05 11:51:00,16.81,16.81,16.81,16.81,495.0
2019-03-05 11:52:00,16.87,16.87,16.87,16.87,703.0
2019-03-05 11:53:00,16.9307,16.9307,16.9307,16.9307,179.0
2019-03-05 11:57:00,16.93,16.93,16.93,16.93,445.0
2019-03-05 11:58:00,16.965,16.965,16.965,16.965,134.0
2019-03-05 12:01:00,16.93,16.93,16.93,16.93,485.0
2019-03-05 12:02:00,16.9,16.9,16.9,16.9,1319.0
2019-03-05 12:04:00,16.945,16.945,16.945,16.945,600.0
2019-03-05 12:05:00,16.98,16.98,16.98,16.98,1515.0
2019-03-05 12:06:00,16.99,17.01,16.99,17.01,2345.0
2019-03-05 12:07:00,17.05,17.05,17.05,17.05,3003.0
2019-03-05 12:11:00,17.17,17.17,17.17,17.17,525.0
2019-03-05 12:12:00,17.16,17.16,17.16,17.16,1120.0
2019-03-05 12:15:00,17.255,17.255,17.255,17.255,100.0
2019-03-05 12:20:00,17.254,17.254,17.254,17.254,400.0
2019-03-05 12:25:00,17.06,17.06,17.06,17.06,1078.0
2019-03-05 12:26:00,17.04,17.04,17.04,17.04,918.0
2019-03-05 12:31:00,17.01,17.01,17.01,17.01,637.0
2019-03-05 12:32:00,17.0,17.0,17.0,17.0,800.0
2019-03-05 12:33:00,16.98,16.98,16.98,16.98,820.0
2019-03-05 12:35:00,16.98,16.98,16.98,16.98,842.0
2019-03-05 12:36:00,16.94,16.94,16.94,16.94,293.0
2019-03-05 12:38:00,17.0553,17.0553,17.0553,17.0553,1422.0
2019-03-05 12:43:00,17.0544,17.0544,17.0544,17.0544,900.0
2019-03-05 12:44:00,17.0,17.0,17.0,17.0,217.0
2019-03-05 12:46:00,16.9856,16.9856,16.9856,16.9856,791.0
2019-03-05 12:52:00,17.0395,17.09,17.0395,17.09,347.0
2019-03-05 12:55:00,17.076,17.076,17.076,17.076,250.0
2019-03-05 12:57:00,17.025,17.025,17.025,17.025,213.0
