2019-05-06|09:15:37|1962.4600
2019-05-06|09:15:38|1962.4600
2019-05-06|09:15:39|1962.4600
2019-05-06|09:15:40|1962.4600
2019-05-06|09:15:41|1962.4600
2019-05-06|09:15:42|1962.4600
2019-05-06|09:15:43|1962.4600
2019-05-06|09:15:44|1962.4600
2019-05-06|09:15:45|1962.4600
2019-05-06|09:15:46|1962.4600
2019-05-06|09:15:47|1962.4600
2019-05-06|09:15:48|1962.4600
2019-05-06|09:15:49|1962.4600
2019-05-06|09:15:50|1962.4600
2019-05-06|09:15:51|1962.4600
2019-05-06|09:15:52|1962.4600
2019-05-06|09:15:53|1962.4600
2019-05-06|09:15:54|1962.4600
2019-05-06|09:15:55|1962.4600
2019-05-06|09:15:56|1962.4600
2019-05-06|09:15:57|1962.4600
2019-05-06|09:15:58|1962.4600
2019-05-06|09:15:59|1962.4600
2019-05-06|09:16:00|1962.4600
2019-05-06|09:16:01|1962.4600
2019-05-06|09:16:02|1962.4600
2019-05-06|09:16:03|1962.4600
2019-05-06|09:16:04|1962.4600
2019-05-06|09:16:05|1962.4600
2019-05-06|09:16:06|1962.4600
2019-05-06|09:16:07|1962.4600
2019-05-06|09:16:08|1962.4600
2019-05-06|09:16:09|1962.4600
2019-05-06|09:16:10|1962.4600
2019-05-06|09:16:11|1962.4600
2019-05-06|09:16:12|1962.4600
2019-05-06|09:16:13|1962.4600
2019-05-06|09:16:14|1962.4600
2019-05-06|09:16:15|1962.4600
2019-05-06|09:16:16|1962.4600
2019-05-06|09:16:17|1962.4600
2019-05-06|09:16:18|1962.4600
2019-05-06|09:16:19|1962.4600
2019-05-06|09:16:20|1962.4600
2019-05-06|09:16:21|1962.4600
2019-05-06|09:16:22|1962.4600
2019-05-06|09:16:23|1962.4600
2019-05-06|09:16:24|1962.4600
2019-05-06|09:16:25|1962.4600
2019-05-06|09:16:26|1962.4600
2019-05-06|09:16:27|1962.4600
2019-05-06|09:16:28|1962.4600
2019-05-06|09:16:29|1962.4600
2019-05-06|09:16:30|1962.4600
2019-05-06|09:16:31|1962.4600
2019-05-06|09:16:32|1962.4600
2019-05-06|09:16:33|1962.4600
2019-05-06|09:16:34|1962.4600
2019-05-06|09:16:35|1962.4600
2019-05-06|09:16:36|1962.4600
2019-05-06|09:16:37|1962.4600
2019-05-06|09:16:38|1962.4600
2019-05-06|09:16:39|1962.4600
2019-05-06|09:16:40|1962.4600
2019-05-06|09:16:41|1962.4600
2019-05-06|09:16:42|1962.4600
2019-05-06|09:16:43|1962.4600
2019-05-06|09:16:44|1962.4600
2019-05-06|09:16:45|1962.4600
2019-05-06|09:16:46|1962.4600
2019-05-06|09:16:47|1962.4600
2019-05-06|09:16:48|1962.4600
2019-05-06|09:16:49|1962.4600
2019-05-06|09:16:50|1962.4600
2019-05-06|09:16:51|1962.4600
2019-05-06|09:16:52|1962.4600
2019-05-06|09:16:53|1962.4600
2019-05-06|09:16:54|1962.4600
2019-05-06|09:16:55|1962.4600
2019-05-06|09:16:56|1962.4600
2019-05-06|09:16:57|1962.4600
2019-05-06|09:16:58|1962.4600
2019-05-06|09:16:59|1962.4600
2019-05-06|09:17:00|1962.4600
2019-05-06|09:17:01|1962.4600
2019-05-06|09:17:02|1962.4600
2019-05-06|09:17:03|1962.4600
2019-05-06|09:17:04|1962.4600
2019-05-06|09:17:05|1962.4600
2019-05-06|09:17:06|1962.4600
2019-05-06|09:17:07|1962.4600
2019-05-06|09:17:08|1962.4600
2019-05-06|09:17:09|1962.4600
2019-05-06|09:17:10|1962.4600
2019-05-06|09:17:11|1962.4600
2019-05-06|09:17:12|1962.4600
2019-05-06|09:17:13|1962.4600
2019-05-06|09:17:14|1962.4600
2019-05-06|09:17:15|1962.4600
2019-05-06|09:17:16|1962.4600
2019-05-06|09:17:17|1962.4600
2019-05-06|09:17:18|1962.4600
2019-05-06|09:17:19|1962.4600
2019-05-06|09:17:20|1962.4600
2019-05-06|09:17:21|1962.4600
2019-05-06|09:17:22|1962.4600
2019-05-06|09:17:23|1962.4600
2019-05-06|09:17:24|1962.4600
2019-05-06|09:17:25|1962.4600
2019-05-06|09:17:26|1962.4600
2019-05-06|09:17:27|1962.4600
2019-05-06|09:17:28|1962.4600
2019-05-06|09:17:29|1962.4600
2019-05-06|09:17:30|1962.4600
2019-05-06|09:17:31|1962.4600
2019-05-06|09:17:32|1962.4600
2019-05-06|09:17:33|1962.4600
2019-05-06|09:17:34|1962.4600
2019-05-06|09:17:35|1962.4600
2019-05-06|09:17:36|1962.4600
2019-05-06|09:17:37|1962.4600
2019-05-06|09:17:38|1962.4600
2019-05-06|09:17:39|1962.4600
2019-05-06|09:17:40|1962.4600
2019-05-06|09:17:41|1962.4600
2019-05-06|09:17:42|1962.4600
2019-05-06|09:17:43|1962.4600
2019-05-06|09:17:44|1962.4600
2019-05-06|09:17:45|1962.4600
2019-05-06|09:17:46|1962.4600
2019-05-06|09:17:47|1962.4600
2019-05-06|09:17:48|1962.4600
2019-05-06|09:17:49|1962.4600
2019-05-06|09:17:50|1962.4600
2019-05-06|09:17:51|1962.4600
2019-05-06|09:17:52|1962.4600
2019-05-06|09:17:53|1962.4600
2019-05-06|09:17:54|1962.4600
2019-05-06|09:17:55|1962.4600
2019-05-06|09:17:56|1962.4600
2019-05-06|09:17:57|1962.4600
2019-05-06|09:17:58|1962.4600
2019-05-06|09:17:59|1962.4600
2019-05-06|09:18:00|1962.4600
2019-05-06|09:18:01|1962.4600
2019-05-06|09:18:02|1962.4600
2019-05-06|09:18:03|1962.4600
2019-05-06|09:18:04|1962.4600
2019-05-06|09:18:05|1962.4600
2019-05-06|09:18:06|1962.4600
2019-05-06|09:18:07|1962.4600
2019-05-06|09:18:08|1962.4600
2019-05-06|09:18:09|1962.4600
2019-05-06|09:18:10|1962.4600
2019-05-06|09:18:11|1962.4600
2019-05-06|09:18:12|1962.4600
2019-05-06|09:18:13|1962.4600
2019-05-06|09:18:14|1962.4600
2019-05-06|09:18:15|1962.4600
2019-05-06|09:18:16|1962.4600
2019-05-06|09:18:17|1962.4600
2019-05-06|09:18:18|1962.4600
2019-05-06|09:18:19|1962.4600
2019-05-06|09:18:20|1962.4600
2019-05-06|09:18:21|1962.4600
2019-05-06|09:18:22|1962.4600
2019-05-06|09:18:23|1962.4600
2019-05-06|09:18:24|1962.4600
2019-05-06|09:18:25|1962.4600
2019-05-06|09:18:26|1962.4600
2019-05-06|09:18:27|1962.4600
2019-05-06|09:18:28|1962.4600
2019-05-06|09:18:29|1962.4600
2019-05-06|09:18:30|1962.4600
2019-05-06|09:18:31|1962.4600
2019-05-06|09:18:32|1962.4600
2019-05-06|09:18:33|1962.4600
2019-05-06|09:18:34|1962.4600
2019-05-06|09:18:35|1962.4600
2019-05-06|09:18:36|1962.4600
2019-05-06|09:18:37|1962.4600
2019-05-06|09:18:38|1962.4600
2019-05-06|09:18:39|1962.4600
2019-05-06|09:18:40|1962.4600
2019-05-06|09:18:41|1962.4600
2019-05-06|09:18:42|1962.4600
