date,1. open,2. high,3. low,4. close,5. volume
2019-03-04 09:31:00,171.9,172.4187,171.9,172.4187,0.0
2019-03-04 09:32:00,172.5,172.5,172.41,172.41,11007.0
2019-03-04 09:33:00,172.495,172.495,172.045,172.045,4862.0
2019-03-04 09:34:00,171.75,171.75,171.75,171.75,1465.0
2019-03-04 09:35:00,171.2,171.2,171.2,171.2,2050.0
2019-03-04 09:36:00,170.5968,170.5968,170.5968,170.5968,2267.0
2019-03-04 09:37:00,170.505,170.505,170.505,170.505,6833.0
2019-03-04 09:38:00,170.02,170.14,170.02,170.14,14497.0
2019-03-04 09:39:00,170.07,170.07,170.07,170.07,3359.0
2019-03-04 09:40:00,170.41,170.5,170.41,170.5,5157.0
2019-03-04 09:41:00,170.3,170.3,169.93,169.93,7884.0
2019-03-04 09:42:00,169.89,169.89,169.89,169.89,578.0
2019-03-04 09:43:00,169.78,169.78,169.78,169.78,1065.0
2019-03-04 09:44:00,169.47,169.47,169.47,169.47,1062.0
2019-03-04 09:45:00,169.41,169.41,169.41,169.41,2002.0
2019-03-04 09:46:00,169.4,169.4,169.24,169.24,2539.0
2019-03-04 09:47:00,169.29,169.29,169.29,169.29,2192.0
2019-03-04 09:48:00,169.545,169.545,169.545,169.545,1414.0
2019-03-04 09:49:00,169.36,169.36,169.36,169.36,900.0
2019-03-04 09:50:00,169.45,169.45,169.45,169.45,1047.0
2019-03-04 09:51:00,169.16,169.16,169.16,169.16,3747.0
2019-03-04 09:52:00,169.23,169.23,168.83,168.83,7046.0
2019-03-04 09:53:00,168.82,168.82,168.82,168.82,1979.0
2019-03-04 09:54:00,169.09,169.09,169.09,169.09,237.0
2019-03-04 09:55:00,168.76,168.76,168.76,168.76,1685.0
2019-03-04 09:56:00,168.89,168.89,168.89,168.89,933.0
2019-03-04 09:57:00,168.96,168.97,168.96,168.97,2950.0
2019-03-04 09:58:00,169.0,169.0,168.99,168.99,4350.0
2019-03-04 09:59:00,168.81,168.81,168.81,168.81,1285.0
2019-03-04 10:00:00,168.9,168.9,168.78,168.78,3886.0
2019-03-04 10:01:00,168.76,168.76,168.68,168.68,3151.0
2019-03-04 10:03:00,168.39,168.39,168.39,168.39,717.0
2019-03-04 10:04:00,168.36,168.77,168.36,168.77,4324.0
2019-03-04 10:05:00,168.61,168.61,168.61,168.61,1497.0
2019-03-04 10:06:00,168.445,168.445,168.445,168.445,1020.0
2019-03-04 10:08:00,168.26,168.26,168.1699,168.1699,2280.0
2019-03-04 10:10:00,167.98,167.98,167.98,167.98,1388.0
2019-03-04 10:11:00,168.07,168.07,167.93,167.93,2307.0
2019-03-04 10:12:00,167.82,167.82,167.82,167.82,1474.0
2019-03-04 10:13:00,167.74,167.74,167.74,167.74,6303.0
2019-03-04 10:14:00,167.9,168.02,167.9,168.02,4003.0
2019-03-04 10:15:00,168.26,168.26,168.26,168.26,1076.0
2019-03-04 10:16:00,168.17,168.17,168.1,168.1,1952.0
2019-03-04 10:17:00,167.93,167.93,167.93,167.93,816.0
2019-03-04 10:18:00,167.94,168.04,167.94,168.04,4685.0
2019-03-04 10:19:00,167.96,167.96,167.96,167.96,1990.0
2019-03-04 10:20:00,167.88,168.02,167.88,168.02,3728.0
2019-03-04 10:21:00,168.13,168.21,168.13,168.21,4511.0
2019-03-04 10:22:00,168.39,168.39,168.39,168.39,1969.0
2019-03-04 10:23:00,168.46,168.46,168.46,168.46,1572.0
2019-03-04 10:24:00,168.43,168.43,168.28,168.28,2718.0
2019-03-04 10:26:00,168.3,168.3,168.3,168.3,757.0
2019-03-04 10:27:00,168.42,168.42,168.42,168.42,1865.0
2019-03-04 10:28:00,168.465,168.465,168.465,168.465,814.0
2019-03-04 10:29:00,168.42,168.42,168.33,168.33,3813.0
2019-03-04 10:30:00,168.16,168.16,168.16,168.16,940.0
2019-03-04 10:31:00,167.98,167.98,167.98,167.98,1786.0
2019-03-04 10:32:00,168.05,168.05,168.05,168.05,913.0
2019-03-04 10:33:00,167.98,167.98,167.98,167.98,1312.0
2019-03-04 10:34:00,167.9,167.9,167.9,167.9,2391.0
2019-03-04 10:35:00,168.01,168.01,168.01,168.01,1082.0
2019-03-04 10:36:00,167.68,167.68,167.595,167.595,881.0
